uri	Titre	Verbalisation française	Source	Description	Est tête d'arborescence	Terme Générique	Cette ressource dans ISTEX	Nom du jeu de données	Modèle conceptuel	Description du jeu de données	Créateur	Editeur	date de création	Licence	Source de la licence
ark:/67375/NHZ-XNC92LNS-Q	Primary Health Care	Soins de santé primaires	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Primary Health Care covers resources on all aspects of family medicine and primary health care services, including first contact, health assessments, laboratory and diagnostic procedures, medication management, disease prevention, early diagnosis and treatment and comprehensive strategies to improve the health status of individuals and communities. 		Science Citation Index Expanded	"categories.wos.raw:(""primary health care"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-GSFVSTSX-B	Transportation Science & Technology	Science & Technologie des transports	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Transportation Science & Technology covers resources on all aspects of the movement of goods and peoples as well as the design and maintenance of transportation systems. Topics covered in this category include logistics, vehicular design and technology, and transportation science and technology. Note: Resources that concentrate on transportation safety, policy, economics, and planning appear under the TRANSPORTATION category in the SSCI. 		Science Citation Index Expanded	"categories.wos.raw:(""transportation science & technology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-ZJT1CL92-9	Chemistry, Multidisciplinary	Chimie, Multidisciplinaire	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Chemistry, Multidisciplinary includes resources having a general or interdisciplinary approach to the chemical sciences. Special topic chemistry resources that have relevance to many areas of chemistry are also included in this category. Resources having a primary focus on analytical, inorganic and nuclear, organic, physical, or polymer chemistry are placed in their own categories. 		Science Citation Index Expanded	"categories.wos.raw:(""chemistry, multidisciplinary"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-5551ZZHN-M	Mineralogy	Minéralogie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Mineralogy includes resources that deal with the science of minerals, their crystallography, physical and chemical properties, classification, and the ways of distinguishing them. 		Science Citation Index Expanded	"categories.wos.raw:(""mineralogy"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-41TF3D6S-K	Engineering, Manufacturing	Génie, Fabrication	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Engineering, Manufacturing covers resources on the conversion of raw materials into end-use products or processed materials. Topics in this category include computer-integrated manufacturing (CIM), computer-aided design (CAD), and computer-aided manufacturing (CAM); design of products, tools, and machines; quality control; scheduling; production; and inventory control. 		Science Citation Index Expanded	"categories.wos.raw:(""engineering, manufacturing"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-2DXZ37KL-3	Materials Science, Multidisciplinary	Science des matériaux, Multidisciplinaire	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Materials Science, Multidisciplinary covers resources having a general or multidisciplinary approach to the study of the nature, behavior, and use of materials. Relevant topics include ceramics, composites, alloys, metals and metallurgy, nanotechnology, nuclear materials, and adhesion and adhesives. 		Science Citation Index Expanded	"categories.wos.raw:(""materials science, multidisciplinary"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-P8G5GH4S-X	Obstetrics & Gynecology	Obstétrique & Gynécologie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Obstetrics & Gynecology covers resources on the medical fields concerned with female reproductive function and reproductive organs. Obstetrics covers resources on pregnancy, fetal health, labor, and puerperium. Gynecology covers resources on the health and diseases of female sex organs and their impact on women's overall health. This category also includes resources on fertility, infertility, and contraception.		Science Citation Index Expanded	"categories.wos.raw:(""obstetrics & gynecology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-X99M99SF-9	Green & Sustainable Science & Technology	Science & Technologie vertes et durables	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	This category covers resources that focus on basic and applied research on green and sustainable science and technology, including green chemistry; green nanotechnology; green building; renewable and green materials; sustainable processing and engineering; sustainable policy, management and development; environmental and agricultural sustainability; renewable and sustainable energy; and innovative technologies that reduce or eliminate damage to health and the environment.		Science Citation Index Expanded	"categories.wos.raw:(""green & sustainable science & technology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-0QSZVPJX-P	Materials Science, Biomaterials	Science des matériaux, Biomatériaux	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Materials Science, Biomaterials includes resources that analyze the physical characteristics of living tissue to aid in the development of synthetic replacements for repairs or augmentation of functions. Resources in this category cover the development, testing, performance, and biocompatibility of engineered biomaterials in vitro and in vivo for purposes such as medical implants, devices, and sensors. 		Science Citation Index Expanded	"categories.wos.raw:(""materials science, biomaterials"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-WG26GBNB-X	History of Social Sciences	Histoire des sciences sociales	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	History of Social Sciences includes resources on the history of such disciplines as business, economics, education, sociology, law, and psychology. 		Social Science Citation Index	"categories.wos.raw:(""history of social sciences"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-0C0T00QC-H	Limnology	Limnologie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Limnology covers resources concerning the study of the physical, chemical, meteorological, biological and ecological aspects of freshwaters. 		Science Citation Index Expanded	"categories.wos.raw:(""limnology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-LNF2ZD9S-2	Radiology, Nuclear Medicine & Medical Imaging	Radiologie, Médecine nucléaire & Imagerie médicale	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Radiology, Nuclear Medicine & Medical Imaging covers resources on radiation research in biology and biophysics. Resources in this category focus on interventional radiology, investigative radiology, neuroradiology, radiotherapy, and oncology. Nuclear Medicine resources are concerned with the diagnostic, therapeutic, and investigative use of radionuclides. Medical Imaging resources are concerned with computerized medical imaging and graphics. 		Science Citation Index Expanded	"categories.wos.raw:(""radiology, nuclear medicine & medical imaging"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
