uri	Nom de la catégorie	Source de la catégorie	Libellé en français	Description	Est tête d'arborescence	Terme Générique	Terme Spécifique	Cet item dans catégorie INIST	Cette ressource dans ISTEX	Nom du jeu de données	Description du jeu de données	Modèle conceptuel	Créateur	Editeur	Date de Création	Licence	Site de la licence
ark:/67375/Q4W-SJ2LDH8B-8	Earth & Environmental Sciences	http://www.science-metrix.com/fr/classification	Sciences de l'environnement et de la terre			Natural Sciences	Environmental Sciences ; Geochemistry & Geophysics ; Geology ; Meteorology & Atmospheric Sciences ; Oceanography ; Paleontology	https://inist-category.data.istex.fr/ark:/67375/RZL-FNQQ6QG3-S	"categories.scienceMetrix.raw:(""earth & environmental sciences"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-2N2HV8NX-6	Forestry	http://www.science-metrix.com/fr/classification	Foresterie (sylviculture)	La sylviculture est l'activité et l'ensemble des méthodes et pratiques par lesquelles le « sylviculteur » agit sur le développement, la gestion et la mise en valeur d'une forêt ou d'un boisement pour en obtenir un bénéfice économique et/ou certains services profitables à la société.		Agriculture, Fisheries & Forestry			"categories.scienceMetrix.raw:(""forestry"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-74SLDFH6-N	Environmental Sciences	http://www.science-metrix.com/fr/classification	Sciences environnementales	La science de l'environnement ou science environnementale est une discipline qui intègre les sciences physiques et biologiques telles la physique, la chimie (la biochimie et la chimie de l'environnement), la biologie, l'écologie, la pédologie, la géologie, la géomorphologie, la géographie, la climatologie, l'écologie rétrospective, l'histoire environnementale, etc. afin de mener l'étude de l'environnement. 		Earth & Environmental Sciences		https://inist-category.data.istex.fr/ark:/67375/RZL-G7VB90ZD-R	"categories.scienceMetrix.raw:(""environmental sciences"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-FFTBV35X-R	Energy	http://www.science-metrix.com/fr/classification	Énergie	L'énergie est définie en physique comme la capacité d'un système à produire un travail, entraînant un mouvement ou produisant par exemple de la lumière, de la chaleur ou de l’électricité. C'est une grandeur physique qui caractérise l'état d'un système et qui est d'une manière globale conservée au cours des transformations. L'énergie s'exprime en joules(dans le système international d'unités) ou souvent en kilowatts-heures(kW·h ou kWh).		Enabling & Strategic Technologies		https://inist-category.data.istex.fr/ark:/67375/RZL-XN3LJRF1-Z	"categories.scienceMetrix.raw:(""energy"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-XRPL6PFB-G	Clinical Medicine	http://www.science-metrix.com/fr/classification	Médecine clinique			Health Sciences	Allergy ; Anesthesiology ; Arthritis & Rheumatology ; Cardiovascular System & Hematology ; Complementary & Alternative Medicine ; Dentistry ; Dermatology & Venereal Diseases ; Emergency & Critical Care Medicine ; Endocrinology & Metabolism ; Environmental & Occupational Health ; Gastroenterology & Hepatology ; General & Internal Medicine ; General Clinical Medicine ; Geriatrics ;  Immunology ; Legal & Forensic Medicine ; Neurology & Neurosurgery ; Nuclear Medicine & Medical Imaging ; Obstetrics & Reproductive ; Oncology & Carcinogenesis Medicine ; Orthopedics ; Otorhinolaryngology ; Pathology ; Pediatrics ; Pharmacology & Pharmacy ; Psychiatry ; Respiratory System ; Sport Sciences ; Surgery ; Tropical Medicine ; Urology & Nephrology	https://inist-category.data.istex.fr/ark:/67375/RZL-MXP8RKNR-0	"categories.scienceMetrix.raw:(""clinical medicine"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-P62K727S-C	Enabling & Strategic Technologies	http://www.science-metrix.com/fr/classification	Technologies stratégiques & habilitantes			Applied Sciences	Bioinformatics ; Biotechnology ; Energy ; Materials ;  Nanoscience & Nanotechnology ; Optoelectronics & Photonics ; Optoelectronics & Photonics ; Strategic, Defence & Security Studies	https://inist-category.data.istex.fr/ark:/67375/RZL-0GLS0ZKS-L	"categories.scienceMetrix.raw:(""enabling & strategic technologies"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-6Q392FKG-0	Astronomy & Astrophysics	http://www.science-metrix.com/fr/classification	Astronomie et astrophysique	1) L’astronomie est la science de l’observation des astres, cherchant à expliquer leur origine, leur évolution, ainsi que leurs propriétés physiques et chimiques. 2) L’astrophysique (du grec astêr = étoile, astre et physis = science de la nature, physique) est une branche interdisciplinaire de l'astronomie qui concerne principalement la physique et l'étude des propriétés des objets de l'univers (étoiles, planètes, galaxies, milieu interstellaire par exemple), comme leur luminosité, leur densité, leur température et leur composition chimique.  		Physics & Astronomy		https://inist-category.data.istex.fr/ark:/67375/RZL-B16TKG6T-N	"categories.scienceMetrix.raw:(""astronomy & astrophysics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-P66R6F03-7	Biology	http://www.science-metrix.com/fr/classification	Biologie	La biologie (du grec bios « la vie » et logos, « discours ») est la science du vivant. Elle recouvre une partie des sciences de la nature et de l'histoire naturelle des êtres vivants. 		Natural Sciences	Ecology ; Entomology ; Evolutionary Biology ; Marine Biology & Hydrobiology ; Ornithology ; Plant Biology & Botany ; Zoology	https://inist-category.data.istex.fr/ark:/67375/RZL-P2MZCDKR-K	"categories.scienceMetrix.raw:(""biology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-0JGK66XV-S	Electrical & Electronic Engineering	http://www.science-metrix.com/fr/classification	Génie électrique et électronique	L’électrotechnique se rapporte aux applications pratiques de l'électricité, à la science étudiant ces applications. Elle concerne la production, le transport, la distribution, le traitement, la transformation, la gestion et l’utilisation de l’énergie électrique. Parfois appelée génie électrique, elle remonte à l'invention de la dynamo en 1869. 		Engineering		https://inist-category.data.istex.fr/ark:/67375/RZL-M7XHS504-2	"categories.scienceMetrix.raw:(""electrical & electronic engineering"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-GNNT5043-7	Economics & Business	http://www.science-metrix.com/fr/classification	Economie & gestion			Economic & Social Sciences	Accounting ; Agricultural Economics & Policy ; Business & Management ; Development Studies ; Econometrics ; Economic Theory ; Economics ; Finance ; Industrial Relations ; Industrial Relations ; Logistics & Transportation ; Marketing ; Sport, Leisure & Tourism		"categories.scienceMetrix.raw:(""economics & business"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-8ZJ5KZP1-4	General Mathematics	http://www.science-metrix.com/fr/classification	Mathématiques générales	Les mathématiques sont un ensemble de connaissances abstraites résultant de raisonnements logiques appliqués à des objets divers tels que les nombres, les figures, lesstructures et les transformations. 		Mathematics & Statistics		https://inist-category.data.istex.fr/ark:/67375/RZL-QQSMRB4F-S	"categories.scienceMetrix.raw:(""general mathematics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-GK1DV8S9-3	Neurology & Neurosurgery	http://www.science-metrix.com/fr/classification	Neurologie et Neurochirurgie	La neurologie est la discipline médicale clinique qui étudie l'ensemble des maladies du système nerveux et en particulier du cerveau. 		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-LQB2PC5N-H	"categories.scienceMetrix.raw:(""neurology & neurosurgery"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
