uri;  ;Nom Etablissement;Description;Type d'Etablissement;Liste des ressources;Autre label;Modèle conceptuel;Site internet;Licence;Fournisseur d'identités;Créateur;Source fournisseur d'identités;Publication;Alignement dataBnf;Date de création;Adresse;Date de modification;Rue ;Ville;Pays;Code Postal
"uid:/ABESG20EV62ZK";"Ayants droit à l'usage d' ISTEX";"Institut National Polytechnique de Toulouse";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.inp-toulouse.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.inp-toulouse.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=fde44dda2ed08fa604c9";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11864570f";"30-08-2017";"";"31-07-2018";"6, allée Emile Monso, BP 34038";"TOULOUSE - CEDEX 4";"France";"31029"
"uid:/ABESG3D1H75CS";"Ayants droit à l'usage d' ISTEX";"CERFACS (centre europeen de recherche et de formation avancée en calcul scientifique)";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Recherche et organisme de formation";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.cerfacs.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb12523283h";"30-08-2017";"";"31-07-2018";"42, Avenue Gaspard Coriolis";"TOULOUSE - CEDEX 1";"France";"31057"
"uid:/ABESG3O6DS1HT";"Ayants droit à l'usage d' ISTEX";"Observatoire de Paris – Bibliothèque";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"https://www.obspm.fr/-la-bibliotheque-.html";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://shibboleth3.obspm.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=79b468cc4955b13cf0c4";"Lodex team";"http://data.bnf.fr/ark:/12148/cb12786240j";"30-08-2017";"";"31-07-2018";"61, avenue de l'Observatoire";"PARIS";"France";"75014"
"uid:/ABESG6EKNCBCY";"Ayants droit à l'usage d' ISTEX";"Université de Poitiers";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://scd.univ-poitiers.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"urn:mace:cru.fr:federation:univ-poitiers.fr ";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=b64c68d63a41d08c6460";"Lodex team";"http://data.bnf.fr/ark:/12148/cb158715756";"30-08-2017";"";"31-07-2018";"6, rue Jean Carbonnier, Service commun de documentation, TSA 91101";"POITIERS - CEDEX 9";"France";"86073"
"uid:/ABESG7NCR5B5D";"Ayants droit à l'usage d' ISTEX";"Assistance Publique – Hôpitaux de Paris";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Hôpitaux universitaires";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.aphp.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"2, rue Saint Martin, Siège AP-HP - DDPCM";"PARIS";"France";"75004"
"uid:/ABESG9LLM5MO4";"Ayants droit à l'usage d' ISTEX";"Centre Hospitalier de la Côte Basque";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Établissement Public de Santé";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ch-cote-basque.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb135130591";"30-08-2017";"";"31-07-2018";"13, avenue Jacques Loeb, BP 8";"BAYONNE";"France";"64109"
"uid:/ABESG9MEDR4Q7";"Ayants droit à l'usage d' ISTEX";"INSA Institut National des Sciences Appliquées Strasbourg";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.insa-strasbourg.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://antimoine.insa-strasbourg.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=b80743cf38f93b6d1b3b";"Lodex team";"http://data.bnf.fr/ark:/12148/cb14547206q";"30-08-2017";"";"31-07-2018";"24, Bld de la Victoire";"STRASBOURG - CEDEX 1";"France";"67084"
"uid:/ABESGBN2TDFYS";"Ayants droit à l'usage d' ISTEX";"Association léonard de Vinci";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"https://www.devinci.fr/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb13129475b";"30-08-2017";"";"31-07-2018";"12 avenue Léonard de Vinci";"Courbevoie";"France";"92400"
"uid:/ABESGC61SY9VU";"Ayants droit à l'usage d' ISTEX";"INSA Centre Val de Loire";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.insa-centrevaldeloire.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://shibboleth.insa-cvl.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=664be8da5ad3b68b133f";"Lodex team";"http://data.bnf.fr/ark:/12148/cb170906688";"30-08-2017";"";"31-07-2018";"88, BD Lahitolle, Technopole Lahitolle, CS 60013";"BOURGES - CEDEX 1";"France";"18022"
"uid:/ABESGFH4L014Z";"Ayants droit à l'usage d' ISTEX";"Bordeaux Sciences Agro";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.agro-bordeaux.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.enitab.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=409bd037454f8a080bd2";"Lodex team";"";"30-08-2017";"";"31-07-2018";"1, cours du Général de Gaulle, CS 40201";"GRADIGNAN";"France";"33175"
"uid:/ABESGGGI5N4SG";"Ayants droit à l'usage d' ISTEX";"Université Paris Sud";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.u-psud.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.u-psud.fr/idp";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=40d759cfb9fddfe6dd98";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11865819r";"30-08-2017";"";"31-07-2018";"15, rue Georges Clemenceau";"ORSAY - CEDEX 1";"France";"91400"
"uid:/ABESGRJJ3UF2Z";"Ayants droit à l'usage d' ISTEX";"Université Paris Est Créteil";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.u-pec.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://auth.u-pec.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=05c97793c8a2bc1fa335";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11865749d";"30-08-2017";"";"31-07-2018";"61, av. Général de Gaulle";"CRETEIL";"France";"94000"
"uid:/ABESGUE8Y1CXP";"Ayants droit à l'usage d' ISTEX";"Télécom SudParis et Télécom Ecole de Management";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.it-sudparis.eu";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb15822705s";"30-08-2017";"";"31-07-2018";"9, rue Charles Fourier";"EVRY - CEDEX 1";"France";"91011"
"uid:/ABESGUP961KBD";"Ayants droit à l'usage d' ISTEX";"Genes / Ensai - Ecole nationale de la statistique et de l'analyse de l'information";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ensai.fr/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp2.ensai.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=9127dc89d57e8a1cc446";"Lodex team";"";"30-08-2017";"";"31-07-2018";"Rue Blaise Pascal, Campus de Ker Lann, BP 37203";"BRUZ - CEDEX 1";"France";"35172"
"uid:/ABESGVW6HKIJT";"Ayants droit à l'usage d' ISTEX";"Institut National des Sciences Appliquées de Toulouse";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.insa-toulouse.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://srv-fii.insa-toulouse.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=feccf6535801cbbd6bfb";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11864564h";"30-08-2017";"";"31-07-2018";"135, avenue de Rangueil";"TOULOUSE - CEDEX 4";"France";"31077"
"uid:/ABESGZZDECDSE";"Ayants droit à l'usage d' ISTEX";"ICN Business School";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Ecoles de management";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"https://www.icn-artem.com/";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb12091093c";"30-08-2017";"";"31-07-2018";"84 rue du sergent Blandan";"NANCY";"France";"54000"
"uid:/ABESH0B2ZCGBD";"Ayants droit à l'usage d' ISTEX";"Université Paris 13";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.univ-paris13.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://federation-identite.univ-paris13.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=c16d46a128f1ef6a8e32";"Lodex team";"http://data.bnf.fr/ark:/12148/cb118658172";"30-08-2017";"";"31-07-2018";"99, avenue Jean-Baptiste Clément";"VILLETANEUSE ";"France";"93430"
"uid:/ABESH3BHR3H1O";"Ayants droit à l'usage d' ISTEX";"Ecole Nationale d'Ingénieurs de Brest";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"https://www.enib.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"945, avenue du Technopole, CS 29238";"BREST - CEDEX 3";"France";"29238"
"uid:/ABESH3C2PA8PQ";"Ayants droit à l'usage d' ISTEX";"IFSI du Pays d'Erstein";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles de formation spécialisée";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"https://www.ifsi-pays-erstein.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"2, rue de la laine peignée";"ERSTEIN";"France";"67150"
"uid:/ABESH3E2Z14F8";"Ayants droit à l'usage d' ISTEX";"Centre Hospitalier de Bretagne Sud";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Centre hospitalier";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.chbs.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb122582934";"30-08-2017";"";"31-07-2018";"5, avenue de Choiseul, BP 12233";"LORIENT";"France";"56322"
"uid:/ABESH5C8WV3OS";"Ayants droit à l'usage d' ISTEX";"Université Paris 8 Vincennes-Saint-Denis";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"https://www.univ-paris8.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.univ-paris8.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=4aeead8b64130a043ffb";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11865741n";"30-08-2017";"";"31-07-2018";"2, rue de la Liberté";"SAINT DENIS";"France";"93200"
"uid:/ABESH7U3WIIBR";"Ayants droit à l'usage d' ISTEX";"Académie des sciences d'outre-mer";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.academieoutremer.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb11872842r";"30-08-2017";"";"31-07-2018";"15, rue La Pérouse";"PARIS";"France";"75116"
"uid:/ABESH7UB99GNH";"Ayants droit à l'usage d' ISTEX";"Institut Polytechnique UniLaSalle";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://lasallefrance.fr/etablissement/-Beauvais-Institut-polytechnique-156-";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"";"30-08-2017";"";"31-07-2018";"19 rue Pierre Waguet   BP 30313";"BEAUVAIS";"France";"60026"
"uid:/ABESHG96EY2CE";"Ayants droit à l'usage d' ISTEX";"École Centrale de Lyon";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.ec-lyon.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://identites.ec-lyon.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=c1cd2621212b072677e4";"Lodex team";"http://data.bnf.fr/ark:/12148/cb120076521";"30-08-2017";"";"31-07-2018";"36, avenue Guy de Collongue";"ECULLY CEDEX";"France";"69134"
"uid:/ABESHI5GV85J6";"Ayants droit à l'usage d' ISTEX";"Centre Universitaire de Formation et de Recherche Jean-François CHAMPOLLION";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Universités";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.univ-jfc.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://identities.univ-jfc.fr/idp/prod";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=fa78ebeab3143134d266";"Lodex team";"http://data.bnf.fr/ark:/12148/cb14435485j";"30-08-2017";"";"31-07-2018";"Place de Verdun";"ALBI - CEDEX 9";"France";"81012"
"uid:/ABESHLYFIFHQ4";"Ayants droit à l'usage d' ISTEX";"GROUPE HOSPITALIER DU HAVRE";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Groupe Hospitalier";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://eportail.ch-havre.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb14036811n";"30-08-2017";"";"31-07-2018";"Hôpital J Monod, BP 24";"LE HAVRE - CEDEX 1";"France";"76083"
"uid:/ABESHOK8EU6BY";"Ayants droit à l'usage d' ISTEX";"AGROCAMPUS OUEST";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.agrocampus-ouest.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://federation.agrocampus-ouest.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=f11cb4c338400039ab9a";"Lodex team";"http://data.bnf.fr/ark:/12148/cb16211120p";"30-08-2017";"";"31-07-2018";"65, rue de saint brieuc, CS 84215";"RENNES";"France";"35042"
"uid:/ABESHUM1LF9RS";"Ayants droit à l'usage d' ISTEX";"Ecole nationale de l'aviation civile";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Écoles d'ingénieurs";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://www.enac.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"";"ISTEX";"";"Lodex team";"http://data.bnf.fr/ark:/12148/cb118755539";"30-08-2017";"";"31-07-2018";"7, avenue Edouard Belin, CS 54005";"TOULOUSE - CEDEX 4";"France";"31055"
"uid:/ABESHVRCPNCWX";"Ayants droit à l'usage d' ISTEX";"Sciences Po Lyon";"Liste des bénéficiaires de la licence nationale dans le cadre du projet ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr et ont enrichies avec les données issues du service de Fédération d’Identités Éducation Recherche.";"Enseignement Supérieur et Recherche";"/api/run/syndication";"";"https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720";"http://iep.univ-lyon2.fr";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"https://idp.sciencespo-lyon.fr/idp/shibboleth";"ISTEX";"https://federation.renater.fr/liste?action=view&file_id=273734a4730d0fba43c3";"Lodex team";"http://data.bnf.fr/ark:/12148/cb12063073m";"30-08-2017";"";"31-07-2018";"14, avenue Berthelot";"LYON - CEDEX 7";"France";"69365"
